Gene_ID	binary
1733	0
2001	0
64798	0
26471	0
1142	0
2589	0
5360	0
166824	0
140838	0
1848	0
6817	0
770	0
1843	0
93986	0
54970	0
492311	0
10365	0
117177	0
2889	0
122830	0
105378052	0
506	0
2113	0
84750	0
1798	0
2644	0
169200	0
79955	0
133	0
27111	0
53917	0
10606	0
5641	0
84934	0
5590	0
4072	0
6731	0
5660	0
677	0
6687	0
6648	0
10421	0
11221	0
25809	0
158798	0
158399	0
79782	0
79000	0
57630	0
678	0
2274	0
55334	0
-	0
114879	0
58191	0
2582	0
101928734	0
22926	0
6907	0
57711	0
7259	0
10198	0
2016	0
63970	0
10474	0
10730	0
155382	0
79665	0
9329	0
8313	0
85390	0
6819	0
9961	0
2196	0
51520	0
80704	0
122786	0
80742	0
27351	0
5372	0
4318	0
3726	0
57573	0
8424	0
51530	0
222865	0
55144	0
164395	0
10569	0
54502	0
9044	0
203328	0
6185	0
10783	0
117144	0
22800	0
-	0
9108	0
5782	0
55770	0
112616	0
9760	0
50624	0
5997	0
6138	0
10762	0
29906	0
29969	0
4595	0
11183	0
283234	0
54522	0
100506737	0
56927	0
714	0
2517	0
2948	0
26468	0
27324	0
257313	0
55502	0
5209	0
10920	0
6772	0
9315	0
90293	0
163081	0
-	0
127294	0
6781	0
286527	0
22927	0
26232	0
80128	0
948	0
7283	0
54453	0
8744	0
29091	0
153770	0
23532	0
7092	0
125050	0
8915	0
8645	0
6935	0
54808	0
725	0
59339	0
220323	0
2568	0
10786	0
80347	0
374973	0
223117	0
2266	0
51596	0
3859	0
5985	0
116228	0
8464	0
283491	0
59283	0
1022	0
10411	0
125476	0
6464	0
22916	0
10940	0
4242	0
2971	0
4864	0
1103	0
8706	0
92335	0
113763	0
4092	0
10379	0
92291	0
9940	0
55904	0
8087	0
2632	0
5495	0
10252	0
8803	0
60592	0
29101	0
718	0
79746	0
9726	0
4110	0
80150	0
29923	0
10383	0
126306	0
173	0
116832	0
153218	0
92092	0
141	0
9099	0
390445	0
90639	0
162514	0
389524	0
54886	0
4173	0
134637	0
5230	0
6648	0
51537	0
79037	0
56969	0
128344	0
55885	0
55137	0
26071	0
57623	0
782	0
-	0
140894	0
9590	0
9985	0
23041	0
6168	0
81493	0
84867	0
5230	0
121260	0
896	0
136319	0
629	0
50	0
22891	0
2023	0
5631	0
64795	0
10726	0
27177	0
23359	0
6257	0
23247	0
51528	0
2257	0
101927851	0
8566	0
2593	0
10981	0
57045	0
140706	0
6756	0
1891	0
79899	0
11052	0
7368	0
10493	0
440153	0
285958	0
337876	0
5309	0
51315	0
200186	0
2525	0
89882	0
64288	0
5427	0
117583	0
81617	0
170850	0
1945	0
84108	0
284439	0
79875	0
10234	0
26579	0
6448	0
79444	0
5376	0
79447	0
5557	0
55170	0
55966	0
3434	0
1653	0
7071	0
54810	0
3858	0
3397	0
2067	0
7753	0
25870	0
9832	0
2047	0
84978	0
282966	0
85301	0
171568	0
57415	0
2014	0
8419	0
329	0
54925	0
51179	0
79054	0
8828	0
1830	0
285989	0
11096	0
55323	0
118663	0
2052	0
59339	0
26225	0
90317	0
158067	0
9506	0
51635	0
11015	0
54946	0
55388	0
54788	0
400073	0
10479	0
50964	0
4674	0
128372	0
144501	0
5670	0
6275	0
50628	0
51150	0
2078	0
55268	0
4938	0
5238	0
131076	0
284948	0
8440	0
2528	0
9807	0
10572	0
80258	0
160418	0
101929759	0
9616	0
400566	0
6095	0
27249	0
80273	0
3418	0
51715	0
9158	0
388610	0
51585	0
134430	0
23271	0
6641	0
672	0
133060	0
6897	0
23401	0
79823	0
486	0
2531	0
2149	0
13	0
1272	0
64321	0
404220	0
55328	0
343472	0
121256	0
26353	0
4637	0
54788	0
5575	0
80223	0
4928	0
8277	0
115294	0
2537	0
9965	0
55619	0
7464	0
55275	0
11147	0
414	0
2150	0
387733	0
8832	0
10249	0
5284	0
148867	0
5594	0
51377	0
47	0
80216	0
9918	0
57082	0
9851	0
8732	0
55719	0
165215	0
55632	0
55552	0
84210	0
439921	0
29087	0
22841	0
7832	0
113675	0
5311	0
5002	0
5366	0
2597	0
10572	0
-	0
5999	0
2888	0
4543	0
255231	0
619190	0
28231	0
51253	0
29780	0
140609	0
3842	0
6609	0
6326	0
54541	0
9409	0
148808	0
83658	0
55609	0
55024	0
5641	0
79877	0
257169	0
2837	0
7113	0
6274	0
84063	0
50617	0
7730	0
159	0
286343	0
26259	0
81552	0
9957	0
2893	0
3250	0
5296	0
139886	0
155400	0
-	0
5157	0
51001	0
79100	0
83902	0
10025	0
9303	0
54946	0
10140	0
51231	0
2067	0
2005	0
57185	0
10561	0
30827	0
84803	0
146223	0
4313	0
51537	0
282890	0
5209	0
-	0
79944	0
5170	0
30008	0
8451	0
27292	0
257177	0
3191	0
64400	0
7349	0
-	0
8638	0
220930	0
4851	0
51069	0
4312	0
11199	0
23385	0
224	0
285955	0
51004	0
283033	0
2012	0
84316	0
2888	0
3148	0
-	0
84988	0
79917	0
79712	0
22920	0
5873	0
221	0
11078	0
104266957	0
3157	0
81617	0
389206	0
84676	0
80206	0
9518	0
28978	0
6813	0
348235	0
2791	0
3980	0
93664	0
10049	0
64766	0
-	0
84971	0
115209	0
346171	0
83890	0
283365	0
80741	0
3916	0
9404	0
22911	0
284058	0
219927	0
10072	0
54432	0
65979	0
131920	0
79729	0
63877	0
9426	0
340348	0
440	0
4302	0
2886	0
51085	0
57669	0
101927418	0
65985	0
23428	0
8546	0
283337	0
119392	0
7091	0
968	0
27346	0
64854	0
7414	0
57687	0
7248	0
5660	0
8633	0
6301	0
11147	0
6480	0
7915	0
8325	0
9585	0
26502	0
85413	0
57461	0
9075	0
10462	0
81706	0
6271	0
8558	0
10199	0
11196	0
1955	0
123096	0
57835	0
60560	0
9639	0
6629	0
1137	0
256714	0
91074	0
154141	0
1192	0
79651	0
400566	0
23210	0
51499	0
11194	0
125228	0
151254	0
5232	0
8542	0
3313	0
85389	0
57016	0
5396	0
2742	0
84447	0
80776	0
219	0
3422	0
60487	0
9946	0
5521	0
57192	0
1434	0
27154	0
4015	0
22794	0
3052	0
90019	0
7013	0
55695	0
9718	0
7054	0
10253	0
-	0
22858	0
79705	0
10049	0
3358	0
55048	0
22899	0
54752	0
171558	0
-	0
79152	0
58191	0
6601	0
10083	0
100506658	0
51292	0
54788	0
84798	0
65998	0
3716	0
55676	0
728	0
3433	0
3054	0
57662	0
664	0
94104	0
84135	0
51582	0
7846	0
401428	0
79752	0
7020	0
6332	0
8514	0
23541	0
4958	0
55317	0
10998	0
285419	0
160857	0
2170	0
2842	0
148022	0
9456	0
54680	0
137872	0
6653	0
2850	0
337971	0
9837	0
57116	0
-	0
3736	0
8682	0
7345	0
3925	0
4113	0
3909	0
132	0
7294	0
9071	0
2576	0
3718	0
152573	0
55076	0
341405	0
23331	0
1082	0
347240	0
101928438	0
440138	0
9903	0
440603	0
168620	0
1295	0
94233	0
10673	0
112744	0
63891	0
10109	0
1528	0
3667	0
84309	0
79696	0
6103	0
9949	0
1822	0
3099	0
60560	0
23613	0
1510	0
284194	0
54867	0
64601	0
51668	0
65083	0
51660	0
60482	0
488	0
1397	0
79659	0
10244	0
3732	0
64118	0
401548	0
-	0
139105	0
5981	0
2199	0
5584	0
84210	0
23224	0
27299	0
5422	0
9622	0
151	0
219970	0
55818	0
128025	0
5880	0
23209	0
1380	0
146167	0
3988	0
80303	0
8553	0
26508	0
5865	0
2633	0
441282	0
404093	0
5189	0
-	0
114781	0
9411	0
1104	0
55790	0
120224	0
51510	0
178	0
994	0
403244	0
116068	0
10531	0
140459	0
57480	0
2580	0
8560	0
84210	0
57019	0
23216	0
51316	0
723972	0
26027	0
2488	0
91057	0
23047	0
940	0
10462	0
3354	0
9628	0
22941	0
23095	0
9312	0
60598	0
11078	0
283659	0
9728	0
84900	0
27297	0
10964	0
8867	0
540	0
1201	0
126823	0
60558	0
65059	0
26269	0
25983	0
51268	0
8520	0
168002	0
285989	0
83985	0
25878	0
6634	0
4176	0
221037	0
3070	0
3938	0
79007	0
9397	0
90332	0
79654	0
26263	0
-	0
285966	0
4254	0
23626	0
157378	0
80017	0
-	0
6659	0
553115	0
54436	0
54751	0
84924	0
8631	0
165055	0
653	0
653269	0
100133941	0
27351	0
7738	0
164312	0
81624	0
84062	0
29956	0
27250	0
1826	0
10215	0
26985	0
-	0
284309	0
23234	0
8570	0
6817	0
11266	0
140290	0
305	0
126432	0
338069	0
4738	0
80852	0
84948	0
245	0
174	0
51522	0
653509	0
2639	0
5547	0
10988	0
154064	0
4246	0
285195	0
440387	0
5547	0
404203	0
1069	0
6364	0
2660	0
140862	0
285419	0
169714	0
27063	0
8837	0
9545	0
143282	0
7416	0
200765	0
151556	0
1021	0
285659	0
9908	0
2241	0
205	0
84080	0
64208	0
9295	0
10720	0
56977	0
118932	0
2908	0
10576	0
55890	0
201780	0
4350	0
27319	0
3207	0
7782	0
54064	0
7538	0
414919	0
80155	0
51614	0
83661	0
5170	0
7461	0
390113	0
2970	0
283232	0
389792	0
4647	0
28232	0
4193	0
163259	0
2109	0
91614	0
57343	0
79680	0
645922	0
4907	0
-	0
5260	0
201255	0
3981	0
-	0
83694	0
121275	0
79894	0
6799	0
220441	0
55959	0
79178	0
6284	0
10438	0
3959	0
-	0
-	0
9349	0
56154	0
2175	0
100505576	0
5037	0
1644	0
2295	0
54749	0
7299	0
941	0
10273	0
8092	0
404217	0
283461	0
201255	0
51451	0
22982	0
100506161	0
63908	0
10135	0
51313	0
338821	0
4058	0
653282	0
23532	0
390110	0
6489	0
51291	0
7184	0
221188	0
51645	0
23308	0
3475	0
64924	0
29960	0
57699	0
-	0
27018	0
81847	0
51706	0
4149	0
55127	0
26974	0
7551	0
684959	0
254528	0
84263	0
6626	0
101928796	0
51130	0
3586	0
23635	0
7402	0
8648	0
54840	0
10301	0
3572	0
154	0
86	0
199746	0
4856	0
79001	0
6581	0
3218	0
10062	0
57835	0
222967	0
11314	0
-	0
8487	0
10457	0
3992	0
9333	0
401612	0
388815	0
54915	0
3897	0
124044	0
-	0
23460	0
23120	0
6059	0
11152	0
976	0
286362	0
102	0
10427	0
3141	0
53358	0
1997	0
10208	0
5104	0
93210	0
11107	0
5174	0
492	0
10168	0
2328	0
6037	0
54894	0
9736	0
442444	0
5655	0
3747	0
-	0
7727	0
9917	0
154214	0
255919	0
7692	0
340654	0
54504	0
117581	0
169834	0
54863	0
54825	0
-	0
50649	0
9886	0
81618	0
636	0
132321	0
10317	0
-	0
5594	0
64581	0
8728	0
4215	0
79858	0
30011	0
8480	0
65982	0
9524	0
1814	0
9859	0
3298	0
808	0
5590	0
149628	0
101927531	0
81848	0
140456	0
27165	0
23678	0
55374	0
8022	0
649	0
54793	0
2597	0
2131	0
387036	0
4253	0
7004	0
11252	0
51619	0
51339	0
54583	0
91544	0
23235	0
6869	0
10454	0
8844	0
2700	0
7166	0
3875	0
6999	0
57616	0
9755	0
10331	0
348825	0
9962	0
63027	0
116159	0
8266	0
79368	0
1102	0
7105	0
4046	0
6181	0
25821	0
1977	0
10863	0
5862	0
10983	0
26999	0
3290	0
60509	0
3965	0
9563	0
10155	0
375033	0
9989	0
1725	0
8864	0
84126	0
-	0
51651	0
58527	0
3396	0
56990	0
2042	0
7625	0
56302	0
53343	0
85019	0
57455	0
5362	0
57107	0
3033	0
6651	0
3376	0
54206	0
6609	0
9577	0
23650	0
5871	0
151473	0
1737	0
26118	0
2011	0
657	0
51390	0
6234	0
3038	0
54869	0
4893	0
7388	0
3910	0
9200	0
6375	0
4257	0
23560	0
-	0
6652	0
134121	0
55366	0
-	0
123264	0
84283	0
79369	0
3625	0
1124	0
10552	0
91419	0
84148	0
27255	0
101928977	0
4836	0
399473	0
9663	0
23057	0
1654	0
1482	0
107	0
10640	0
2917	0
58533	0
940	0
56947	0
7399	0
388551	0
408050	0
145407	0
23759	0
348487	0
124359	0
341019	0
29926	0
220988	0
8654	0
1029	0
4062	0
647946	0
27086	0
8736	0
10657	0
23654	0
51114	0
6568	0
646960	0
55500	0
10279	0
6474	0
54165	0
8715	0
9104	0
1387	0
8991	0
140628	0
8470	0
340578	0
57562	0
23107	0
6510	0
338557	0
80775	0
5032	0
653784	0
441531	0
117178	0
5698	0
-	0
329	0
4306	0
2237	0
4552	0
406	0
23479	0
4524	0
101669762	0
9630	0
5742	0
116369	0
7328	0
105377776	0
166968	0
26233	0
170712	0
170394	0
51710	0
58158	0
5900	0
25953	0
102723318	0
23048	0
128488	0
5784	0
221061	0
642273	0
5097	0
51642	0
2530	0
4902	0
18	0
201514	0
85360	0
8622	0
39	0
57537	0
7984	0
6311	0
80201	0
-	0
5530	0
203859	0
83604	0
2549	0
6093	0
1660	0
5589	0
53826	0
64343	0
54954	0
3595	0
94104	0
4528	0
23499	0
26580	0
-	0
5129	0
128853	0
6558	0
80745	0
23644	0
2056	0
63875	0
23224	0
102725080	0
284018	0
-	0
200185	0
51307	0
1736	0
327	0
64090	0
3603	0
4321	0
65249	0
7763	0
106144540	0
1111	0
26090	0
147808	0
245812	0
6415	0
58476	0
202374	0
50615	0
118881	0
-	0
400735	0
7529	0
284207	0
127428	0
100419583	0
162966	0
203102	0
22936	0
266743	0
488	0
26165	0
54737	0
6932	0
84269	0
1163	0
158511	0
5366	0
3017	0
23646	0
11180	0
-	0
3556	0
1910	0
261729	0
4168	0
3292	0
23230	0
5700	0
23157	0
28227	0
5091	0
6652	0
494143	0
1508	0
92344	0
1431	0
79050	0
94081	0
7124	0
140902	0
5742	0
51522	0
8999	0
252948	0
11200	0
9478	0
114822	0
8893	0
10498	0
4942	0
57216	0
25888	0
4942	0
5371	0
84888	0
28958	0
284325	0
10445	0
170463	0
4008	0
24138	0
2869	0
10296	0
6291	0
2323	0
11214	0
5890	0
8749	0
100130613	0
29057	0
8604	0
29774	0
339761	0
925	0
2683	0
84273	0
7580	0
2191	0
9625	0
100507632	0
1428	0
4830	0
23350	0
5538	0
10449	0
9015	0
8974	0
79602	0
7257	0
8704	0
5624	0
9050	0
64897	0
4799	0
2352	0
10898	0
3704	0
-	0
23450	0
27334	0
146434	0
79058	0
642843	0
9735	0
1277	0
55014	0
54987	0
1158	0
25963	0
65083	0
376412	0
26289	0
548593	0
3199	0
60625	0
158724	0
8520	0
8544	0
91663	0
3429	0
81620	0
3212	0
5919	0
-	0
6002	0
51175	0
284443	0
54943	0
1296	0
260293	0
10625	0
84918	0
54927	0
22827	0
3382	0
7132	0
1849	0
132	0
399818	0
2315	0
1716	0
1602	0
284098	0
50807	0
9699	0
655	0
79175	0
6835	0
23474	0
91612	0
254158	0
338321	0
80344	0
2780	0
4860	0
4648	0
11235	0
163589	0
2328	0
64236	0
-	0
26517	0
64766	0
83417	0
55033	0
146059	0
847	0
400451	0
57125	0
51320	0
4192	0
5606	0
10099	0
861	0
10944	0
10367	0
2669	0
106144535	0
5733	0
79921	0
152579	0
10166	0
114026	0
-	0
2264	0
949	0
10607	0
23219	0
256933	0
10466	0
11091	0
79788	0
29796	0
84203	0
353355	0
404203	0
6513	0
4621	0
931	0
1788	0
26737	0
403274	0
54520	0
79174	0
85376	0
6809	0
152789	0
9114	0
374659	0
1660	0
4504	0
63933	0
54475	0
2925	0
57673	0
403277	0
2321	0
208	0
6389	0
51128	0
54848	0
29078	0
140883	0
4831	0
55756	0
219833	0
149175	0
7884	0
343069	0
81624	0
91663	0
23566	0
6674	0
92799	0
10965	0
3434	0
29926	0
29911	0
7554	0
85462	0
4025	0
654790	0
100874101	0
7644	0
9619	0
11014	0
653399	0
81697	0
55466	0
25822	0
29066	0
56133	0
57718	0
8774	0
898	0
90459	0
440585	0
23530	0
27067	0
170954	0
10801	0
92359	0
9794	0
114798	0
2109	0
7128	0
9619	0
10093	0
11313	0
229	0
22887	0
5033	0
55885	0
55450	0
3656	0
57649	0
64072	0
122769	0
3113	0
920	0
10785	0
90025	0
-	0
388931	0
2954	0
178	0
359845	0
552900	0
83643	0
113201	0
344022	0
56941	0
55900	0
3487	0
51762	0
137970	0
220074	0
84922	0
3800	0
29028	0
317701	0
374882	0
112950	0
10430	0
9811	0
6692	0
7809	0
340481	0
1820	0
114907	0
7771	0
55326	0
10078	0
1488	0
3671	0
10745	0
23095	0
26059	0
151742	0
9087	0
4831	0
5521	0
10038	0
26205	0
133383	0
51056	0
23480	0
400867	0
92104	0
7528	0
158	0
91694	0
3836	0
2639	0
374875	0
10206	0
197335	0
3868	0
2921	0
-	0
9443	0
147184	0
54474	0
9098	0
64080	0
26985	0
57643	0
974	0
114908	0
93643	0
55620	0
26577	0
172	0
4976	0
201299	0
53373	0
627	0
51513	0
9894	0
126374	0
641700	0
23305	0
26135	0
84975	0
100874086	0
3567	0
83982	0
4045	0
136259	0
286826	0
1124	0
2907	0
11013	0
54544	0
79621	0
25950	0
84678	0
55139	0
10827	0
23593	0
53827	0
9978	0
7746	0
65217	0
9533	0
54623	0
658	0
145957	0
23352	0
140809	0
388242	0
55073	0
145482	0
147948	0
4082	0
7432	0
127540	0
8455	0
284273	0
10204	0
84085	0
6734	0
2335	0
134548	0
96459	0
8733	0
2067	0
29078	0
5252	0
9014	0
54739	0
1455	0
8756	0
8195	0
